Unnamed: 0,ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntCoke,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,tanggal_dummy,Usia,Is_Couple,Is_SMA,Anak,cmp_masuk,Spent,deals_rate,conversion_rate,rentang
1692,1692,10790,1985,S3,Menikah,18169000.0,1,0,2013-02-19,40,9000,0,5000,0,0,7000,1,1,0,2,8,0,0,0,0,0,0,3,11,0,2013-03-31,29,1,0,1,0,21000,0.25,0.1111111111111111,Muda
1693,1693,10398,1981,D3,Lajang,24336000.0,1,0,2012-08-27,82,1000,6000,2000,8000,2000,12000,1,1,0,2,7,0,0,0,0,0,0,3,11,0,2012-11-17,33,0,0,1,0,31000,0.25,0.125,Tua
1694,1694,2431,1990,S1,Menikah,18222000.0,0,0,2012-12-31,70,12000,4000,19000,12000,6000,14000,1,2,0,3,8,0,0,0,0,0,0,3,11,0,2013-03-11,24,1,0,0,0,67000,0.16666666666666666,0.2,Muda
1695,1695,550,1952,S1,Cerai,62335000.0,0,1,2013-05-23,87,243000,131000,217000,85000,6000,26000,2,3,3,13,2,0,0,0,0,0,0,3,11,0,2013-08-18,62,0,0,1,0,708000,0.09523809523809523,0.6,Lansia
1696,1696,1890,1971,D3,Bertunangan,42033000.0,1,1,2012-09-19,95,11000,1000,4000,2000,0,7000,1,1,0,2,7,0,0,0,0,0,0,3,11,0,2012-12-23,43,1,0,2,0,25000,0.25,0.125,Tua
1697,1697,10742,1983,S3,Menikah,86580000.0,0,0,2013-02-27,72,532000,21000,127000,26000,20000,20000,0,4,2,5,1,0,0,1,0,0,0,3,11,0,2013-05-10,31,1,0,0,1,746000,0.0,0.8,Tua
1698,1698,10356,1957,S3,Cerai,41437000.0,1,1,2012-09-22,5,29000,0,2000,0,0,1000,1,1,0,3,7,0,0,0,0,0,0,3,11,0,2012-09-27,57,0,0,2,0,32000,0.2,0.125,Lansia
1699,1699,4676,1951,S2,Janda,73705000.0,0,2,2014-03-05,86,612000,91000,520000,258000,107000,107000,2,9,6,8,5,0,0,0,0,0,0,3,11,0,2014-05-30,63,0,0,2,0,1695000,0.08,0.6428571428571429,Lansia
1700,1700,8852,1976,S1,Menikah,61064000.0,0,1,2012-08-31,80,387000,126000,342000,0,45000,180000,5,8,4,11,6,0,0,0,0,0,0,3,11,0,2012-11-19,38,1,0,1,0,1080000,0.17857142857142858,0.5714285714285714,Tua
1701,1701,3565,1955,S2,Menikah,38452000.0,1,1,2014-03-30,62,56000,0,14000,0,0,2000,3,3,0,3,7,0,0,0,0,0,0,3,11,0,2014-05-31,59,1,0,2,0,72000,0.3333333333333333,0.3,Lansia
1702,1702,5294,1989,S1,Lajang,18358000.0,1,0,2013-11-20,49,6000,8000,19000,16000,4000,4000,3,3,0,4,7,0,0,0,0,0,0,3,11,0,2014-01-08,25,0,0,1,0,57000,0.3,0.3,Muda
1703,1703,1958,1973,S3,Bertunangan,55012000.0,0,1,2014-03-21,85,582000,0,65000,0,0,13000,6,8,2,9,5,0,0,0,0,0,0,3,11,0,2014-06-14,41,1,0,1,0,660000,0.24,0.6153846153846154,Tua
1704,1704,7349,1973,SMA,Bertunangan,9722000.0,1,0,2012-10-02,7,6000,17000,16000,6000,16000,42000,4,3,1,3,8,0,0,0,0,0,0,3,11,1,2012-10-09,41,1,1,1,0,103000,0.36363636363636365,0.2727272727272727,Tua
1705,1705,8799,1984,S3,Menikah,38175000.0,1,0,2013-09-23,6,70000,6000,69000,2000,3000,3000,3,3,1,4,7,0,0,0,0,0,0,3,11,0,2013-09-29,30,1,0,1,0,153000,0.2727272727272727,0.3,Muda
1706,1706,1351,1956,S2,Bertunangan,58656000.0,0,1,2012-09-20,25,962000,12000,194000,16000,24000,12000,4,7,8,13,6,0,0,1,0,0,0,3,11,0,2012-10-15,58,1,0,1,1,1220000,0.125,0.5384615384615384,Lansia
1707,1707,1045,1965,S1,Bertunangan,52117000.0,0,1,2012-08-16,55,112000,10000,107000,30000,0,20000,2,5,2,4,7,0,0,0,0,0,0,3,11,0,2012-10-10,49,1,0,1,0,279000,0.15384615384615385,0.4166666666666667,Tua
1708,1708,7732,1978,S1,Menikah,64813000.0,1,0,2014-01-02,81,293000,0,124000,179000,97000,52000,1,7,2,10,5,0,0,0,0,0,0,3,11,0,2014-03-24,36,1,0,1,0,745000,0.05,0.5833333333333334,Tua
1709,1709,8070,1973,S3,Menikah,54222000.0,0,1,2014-03-01,98,199000,12000,31000,3000,12000,7000,1,3,3,5,3,0,0,0,0,0,0,3,11,0,2014-06-07,41,1,0,1,0,264000,0.08333333333333333,0.5,Tua
1710,1710,477,1986,S1,Menikah,83512000.0,0,0,2014-06-17,31,1060000,61000,835000,80000,20000,101000,1,4,7,10,1,1,0,1,1,1,0,3,11,1,2014-07-18,28,1,0,0,4,2157000,0.045454545454545456,0.8,Muda
1711,1711,7832,1959,S2,Menikah,77520000.0,0,1,2013-08-28,30,940000,44000,396000,0,88000,58000,1,8,7,7,4,1,0,1,1,0,0,3,11,1,2013-09-27,55,1,0,1,3,1526000,0.043478260869565216,0.6666666666666666,Tua
1712,1712,2202,1978,S1,Bertunangan,41154000.0,0,1,2013-04-09,98,44000,2000,11000,2000,3000,7000,1,1,0,4,5,0,0,0,0,0,0,3,11,0,2013-07-16,36,1,0,1,0,69000,0.16666666666666666,0.16666666666666666,Tua
1713,1713,7396,1966,S1,Menikah,80398000.0,0,0,2012-11-10,92,342000,51000,936000,207000,35000,26000,1,5,8,12,3,0,0,1,0,0,0,3,11,0,2013-02-10,48,1,0,0,1,1597000,0.038461538461538464,0.625,Tua
1714,1714,4055,1992,SMA,Lajang,18746000.0,1,0,2014-05-29,41,2000,10000,11000,12000,9000,20000,2,3,0,3,6,0,0,0,0,0,0,3,11,0,2014-07-09,22,0,1,1,0,64000,0.25,0.3333333333333333,Muda
1715,1715,10340,1984,S1,Bertunangan,35196000.0,1,0,2012-11-13,68,75000,12000,141000,43000,39000,187000,6,6,1,5,8,0,0,0,0,0,0,3,11,0,2013-01-20,30,1,0,1,0,497000,0.3333333333333333,0.42857142857142855,Muda
1716,1716,10091,1956,S1,Lajang,60230000.0,0,1,2013-05-20,78,520000,20000,367000,39000,81000,40000,2,6,3,6,5,0,0,0,0,0,0,3,11,0,2013-08-06,58,0,0,1,0,1067000,0.11764705882352941,0.5454545454545454,Lansia
1717,1717,7629,1977,S1,Menikah,22108000.0,1,1,2014-05-08,46,5000,3000,9000,6000,2000,6000,2,2,0,3,7,0,0,0,0,0,0,3,11,0,2014-06-23,37,1,0,2,0,31000,0.2857142857142857,0.2222222222222222,Tua
1718,1718,10640,1974,S1,Bertunangan,44392000.0,1,1,2013-09-05,71,87000,5000,71000,7000,12000,29000,5,4,1,4,7,0,0,0,0,0,0,3,11,0,2013-11-15,40,1,0,2,0,211000,0.35714285714285715,0.36363636363636365,Tua
1719,1719,3498,1976,S3,Menikah,55424000.0,0,1,2012-11-25,6,462000,61000,184000,10000,53000,107000,4,7,5,9,6,1,0,0,0,0,0,3,11,1,2012-12-01,38,1,0,1,1,877000,0.16,0.5384615384615384,Tua
1720,1720,6742,1979,S1,Menikah,17688000.0,1,0,2013-01-13,82,2000,2000,1000,3000,1000,2000,1,1,0,2,8,0,0,0,0,0,1,3,11,0,2013-04-05,35,1,0,1,0,11000,0.25,0.1111111111111111,Tua
1721,1721,1172,1983,S3,Menikah,92491000.0,0,0,2013-05-01,71,979000,44000,935000,29000,25000,22000,1,7,5,12,3,0,1,1,1,0,0,3,11,1,2013-07-11,31,1,0,0,3,2034000,0.04,0.7,Tua
1722,1722,569,1991,S1,Lajang,90273000.0,0,0,2013-12-14,32,704000,129000,853000,120000,74000,111000,1,5,6,7,2,0,1,1,1,0,0,3,11,1,2014-01-15,23,0,0,0,3,1991000,0.05263157894736842,0.7142857142857143,Muda
1723,1723,4686,1962,S3,Janda,82571000.0,0,0,2014-04-02,28,861000,31000,558000,62000,95000,79000,0,6,5,13,2,0,0,1,0,0,0,3,11,0,2014-04-30,52,0,0,0,1,1686000,0.0,0.75,Tua
1724,1724,1381,1982,S3,Lajang,38513000.0,1,0,2014-01-28,20,172000,3000,115000,16000,0,18000,5,6,1,5,8,0,0,0,0,0,0,3,11,1,2014-02-17,32,0,0,1,0,324000,0.29411764705882354,0.42857142857142855,Tua
1725,1725,2634,1979,S2,Lajang,16653000.0,1,0,2014-04-18,10,5000,7000,31000,15000,4000,7000,3,2,1,3,6,0,0,0,0,0,0,3,11,1,2014-04-28,35,0,0,1,0,69000,0.3333333333333333,0.25,Tua
1726,1726,10905,1955,S1,Bertunangan,42586000.0,1,1,2012-10-29,7,194000,2000,56000,0,0,0,5,4,1,6,8,0,0,0,0,0,0,3,11,1,2012-11-05,59,1,0,2,0,252000,0.3125,0.3333333333333333,Lansia
1727,1727,1744,1965,SMA,Lajang,23529000.0,0,1,2013-01-07,67,9000,7000,13000,3000,2000,20000,1,1,1,2,6,0,0,0,0,0,0,3,11,0,2013-03-15,49,0,1,1,0,54000,0.2,0.14285714285714285,Tua
1728,1728,1000,1961,S2,Bertunangan,74881000.0,1,1,2013-03-08,48,505000,72000,270000,36000,27000,54000,4,9,2,12,5,0,0,0,0,0,0,3,11,0,2013-04-25,53,1,0,2,0,964000,0.14814814814814814,0.6428571428571429,Tua
1729,1729,3828,1951,S1,Menikah,71107000.0,0,1,2013-02-17,61,533000,10000,217000,198000,174000,195000,2,7,6,13,4,0,0,0,0,0,0,3,11,0,2013-04-19,63,1,0,1,0,1327000,0.07142857142857142,0.6363636363636364,Lansia
1730,1730,8605,1964,S3,Bertunangan,46910000.0,1,1,2014-03-23,36,48000,0,14000,0,0,6000,2,2,0,3,6,0,0,0,0,0,0,3,11,0,2014-04-28,50,1,0,2,0,68000,0.2857142857142857,0.25,Tua
1731,1731,10304,1959,S1,Menikah,18690000.0,0,0,2012-12-28,77,6000,1000,7000,23000,4000,19000,1,1,1,2,8,0,0,0,0,0,0,3,11,0,2013-03-15,55,1,0,0,0,60000,0.2,0.1111111111111111,Tua
1732,1732,4351,1955,S1,Cerai,37244000.0,1,1,2013-04-27,90,18000,2000,10000,0,0,25000,1,1,1,2,7,1,0,0,0,0,0,3,11,0,2013-07-26,59,0,0,2,1,55000,0.2,0.125,Lansia
1733,1733,10129,1966,S1,Bertunangan,82427000.0,0,0,2014-03-12,35,482000,147000,509000,104000,107000,107000,1,3,5,12,1,0,0,1,0,0,0,3,11,0,2014-04-16,48,1,0,0,1,1456000,0.047619047619047616,0.75,Tua
1734,1734,2499,1958,D3,Lajang,75342000.0,0,1,2013-05-06,38,204000,97000,97000,21000,118000,26000,1,5,2,10,4,0,0,0,0,0,0,3,11,0,2013-06-13,56,0,0,1,0,563000,0.05555555555555555,0.5555555555555556,Lansia
1735,1735,10092,1954,S1,Cerai,70044000.0,0,1,2013-02-18,46,1073000,0,250000,153000,14000,14000,4,7,10,5,5,0,0,0,0,0,0,3,11,0,2013-04-05,60,0,0,1,0,1504000,0.15384615384615385,0.5833333333333334,Lansia
1736,1736,7500,1967,S1,Lajang,79146000.0,1,1,2014-04-24,33,245000,16000,223000,21000,43000,16000,2,8,1,8,6,0,0,0,0,0,0,3,11,0,2014-05-27,47,0,0,2,0,564000,0.10526315789473684,0.5714285714285714,Tua
1737,1737,5796,1963,S1,Menikah,77437000.0,0,0,2013-11-26,70,560000,21000,442000,29000,44000,29000,1,4,5,13,1,0,0,1,0,0,0,3,11,0,2014-02-04,51,1,0,0,1,1125000,0.043478260869565216,0.8,Tua
1738,1738,10556,1959,S1,Menikah,54984000.0,0,1,2014-05-24,51,173000,13000,131000,32000,3000,6000,4,6,1,6,7,0,0,0,1,0,0,3,11,0,2014-07-14,55,1,0,1,1,358000,0.23529411764705882,0.46153846153846156,Tua
1739,1739,1064,1971,S3,Menikah,42403000.0,1,0,2013-12-11,18,22000,1000,11000,0,5000,3000,1,1,0,3,8,0,0,0,0,0,0,3,11,0,2013-12-29,43,1,0,1,0,42000,0.2,0.1111111111111111,Tua
1740,1740,48,1964,S1,Bertunangan,55761000.0,0,1,2014-04-24,97,136000,1000,12000,0,3000,32000,2,4,1,3,6,0,1,0,0,0,0,3,11,0,2014-07-30,50,1,0,1,1,184000,0.2,0.4,Tua
1741,1741,7610,1983,S1,Bertunangan,37292000.0,1,0,2013-04-18,32,275000,0,86000,10000,23000,66000,5,6,3,5,8,0,0,0,0,0,0,3,11,0,2013-05-20,31,1,0,1,0,460000,0.2631578947368421,0.42857142857142855,Tua
1742,1742,263,1945,S3,Lajang,45576000.0,0,0,2014-05-28,9,56000,19000,29000,2000,14000,25000,1,3,1,3,8,0,0,0,0,0,0,3,11,1,2014-06-06,69,0,0,0,0,145000,0.125,0.2727272727272727,Lansia
1743,1743,10814,1947,S1,Bertunangan,70321000.0,0,0,2013-01-16,6,303000,23000,751000,82000,26000,191000,1,6,5,13,4,0,0,0,0,0,0,3,11,1,2013-01-22,67,1,0,0,0,1376000,0.04,0.6,Lansia
1744,1744,9710,1969,S3,Cerai,58086000.0,0,1,2013-01-20,80,708000,7000,62000,0,0,15000,2,11,3,7,8,0,0,0,0,0,0,3,11,0,2013-04-10,45,0,0,1,0,792000,0.08695652173913043,0.5789473684210527,Tua
1745,1745,9292,1952,S1,Menikah,81795000.0,0,0,2012-10-26,74,324000,132000,693000,27000,118000,88000,1,4,11,7,2,0,0,0,0,0,0,3,11,0,2013-01-08,62,1,0,0,0,1382000,0.043478260869565216,0.6666666666666666,Lansia
1746,1746,10250,1947,SMA,Bertunangan,28389000.0,0,0,2012-11-20,49,1000,5000,3000,7000,4000,8000,1,1,0,2,7,0,0,0,0,0,0,3,11,0,2013-01-08,67,1,1,0,0,28000,0.25,0.125,Lansia
1747,1747,7881,1946,S2,Menikah,66835000.0,0,0,2013-09-28,21,620000,26000,195000,34000,17000,141000,1,6,4,13,2,0,0,0,0,0,0,3,11,0,2013-10-19,68,1,0,0,0,1033000,0.041666666666666664,0.75,Lansia
1748,1748,5847,1969,S1,Cerai,69901000.0,0,1,2013-05-29,95,312000,21000,206000,102000,92000,149000,3,7,3,10,5,0,0,0,0,0,0,3,11,0,2013-09-01,45,0,0,1,0,882000,0.13043478260869565,0.5833333333333334,Tua
1749,1749,737,1949,S3,Menikah,80360000.0,0,0,2013-03-03,56,1493000,86000,454000,112000,43000,43000,2,4,4,5,2,0,1,1,1,0,0,3,11,0,2013-04-28,65,1,0,0,3,2231000,0.13333333333333333,0.6666666666666666,Lansia
1750,1750,3571,1961,S3,Bertunangan,63342000.0,0,1,2012-10-16,48,918000,21000,118000,13000,10000,21000,3,8,3,5,6,0,1,0,0,0,0,3,11,1,2012-12-03,53,1,0,1,1,1101000,0.15789473684210525,0.5714285714285714,Tua
1751,1751,7807,1974,S1,Menikah,44989000.0,0,1,2012-09-12,26,98000,0,106000,49000,10000,106000,5,5,1,5,6,0,0,0,0,0,0,3,11,0,2012-10-08,40,1,0,1,0,369000,0.3125,0.45454545454545453,Tua
1752,1752,3878,1980,D3,Lajang,31859000.0,1,0,2014-02-27,3,3000,4000,7000,15000,8000,11000,1,1,0,3,7,0,0,0,0,0,0,3,11,0,2014-03-02,34,0,0,1,0,48000,0.2,0.125,Tua
1753,1753,5092,1949,S3,Janda,51569000.0,0,1,2013-02-12,39,380000,0,47000,6000,0,34000,4,7,1,7,8,0,1,0,0,0,0,3,11,1,2013-03-23,65,0,0,1,1,467000,0.21052631578947367,0.4666666666666667,Lansia
1754,1754,2154,1971,S1,Janda,30372000.0,1,1,2012-12-25,33,15000,0,12000,7000,3000,7000,3,2,0,3,7,0,0,0,0,0,0,3,11,0,2013-01-27,43,0,0,2,0,44000,0.375,0.2222222222222222,Tua
1755,1755,5394,1979,SMA,Lajang,16014000.0,1,1,2013-03-17,42,3000,9000,4000,7000,8000,7000,4,1,1,4,3,0,0,0,0,0,0,3,11,0,2013-04-28,35,0,1,2,0,38000,0.4,0.25,Tua
1756,1756,3798,1968,S1,Menikah,41120000.0,1,1,2013-11-06,80,24000,2000,23000,0,8000,24000,3,2,1,3,6,0,0,0,0,0,0,3,11,0,2014-01-25,46,1,0,2,0,81000,0.3333333333333333,0.25,Tua
1757,1757,3524,1971,S2,Lajang,39763000.0,1,0,2013-08-04,9,80000,1000,60000,4000,6000,16000,2,5,1,2,9,0,0,0,0,0,0,3,11,1,2013-08-13,43,0,0,1,0,167000,0.2,0.35714285714285715,Tua
1758,1758,5247,1955,S3,Menikah,38725000.0,1,1,2014-05-10,52,31000,0,6000,2000,1000,5000,2,1,0,4,4,0,0,0,0,0,0,3,11,0,2014-07-01,59,1,0,2,0,45000,0.2857142857142857,0.2,Lansia
1759,1759,5883,1972,S1,Menikah,77981000.0,1,0,2013-05-26,78,138000,120000,204000,16000,126000,60000,3,7,4,7,5,0,0,0,0,0,0,3,11,0,2013-08-12,42,1,0,1,0,664000,0.14285714285714285,0.5833333333333334,Tua
1760,1760,2118,1964,D3,Menikah,62905000.0,0,1,2013-09-10,68,166000,75000,96000,119000,107000,59000,3,7,2,8,4,0,0,0,0,0,0,3,11,0,2013-11-17,50,1,0,1,0,622000,0.15,0.6363636363636364,Tua
1761,1761,8812,1979,D3,Cerai,13533000.0,1,0,2013-03-10,45,12000,3000,8000,8000,0,17000,2,2,0,3,7,0,0,0,0,0,0,3,11,0,2013-04-24,35,0,0,1,0,48000,0.2857142857142857,0.2222222222222222,Tua
1762,1762,6616,1975,S1,Bertunangan,59481000.0,0,1,2013-10-23,47,178000,3000,85000,71000,66000,58000,2,3,3,8,2,0,0,0,0,0,0,3,11,0,2013-12-09,39,1,0,1,0,461000,0.125,0.6,Tua
1763,1763,2797,1977,S1,Menikah,72117000.0,0,1,2013-08-20,34,707000,20000,171000,65000,60000,50000,1,9,7,9,5,0,0,0,0,0,0,3,11,0,2013-09-23,37,1,0,1,0,1073000,0.038461538461538464,0.6428571428571429,Tua
1764,1764,4328,1986,D3,Menikah,21955000.0,1,0,2013-09-07,81,5000,1000,7000,17000,14000,11000,2,2,1,3,6,0,0,0,0,0,0,3,11,0,2013-11-27,28,1,0,1,0,55000,0.25,0.25,Muda
1765,1765,9167,1956,S1,Menikah,67131000.0,0,1,2013-03-26,72,465000,71000,250000,93000,35000,62000,3,9,2,12,6,0,0,0,0,0,0,3,11,0,2013-06-06,58,1,0,1,0,976000,0.11538461538461539,0.6,Lansia
1766,1766,10560,1980,S3,Lajang,36802000.0,1,0,2014-06-16,23,16000,1000,2000,0,0,1000,1,1,0,3,5,0,0,0,0,0,0,3,11,0,2014-07-09,34,0,0,1,0,20000,0.2,0.16666666666666666,Tua
1767,1767,2631,1982,S1,Bertunangan,71853000.0,0,0,2013-05-08,29,358000,108000,413000,141000,97000,32000,1,2,8,6,1,0,0,0,0,0,0,3,11,0,2013-06-06,32,1,0,0,0,1149000,0.058823529411764705,0.6666666666666666,Tua
1768,1768,8312,1961,SMA,Menikah,28249000.0,0,0,2014-06-15,80,1000,9000,7000,2000,14000,10000,1,2,0,3,6,0,0,0,0,0,0,3,11,0,2014-09-03,53,1,1,0,0,43000,0.16666666666666666,0.25,Tua
1769,1769,5534,1975,S2,Menikah,47808000.0,0,1,2013-10-20,30,123000,1000,26000,2000,0,72000,2,3,2,3,7,1,0,0,0,0,0,3,11,0,2013-11-19,39,1,0,1,1,224000,0.2,0.3,Tua
1770,1770,5093,1974,S3,Cerai,25509000.0,1,0,2012-09-18,15,40000,3000,30000,10000,7000,11000,3,3,0,3,9,0,0,0,0,0,0,3,11,1,2012-10-03,40,0,0,1,0,101000,0.3333333333333333,0.25,Tua
1771,1771,7592,1946,S3,Menikah,51012000.0,0,0,2013-04-18,86,102000,9000,63000,2000,9000,24000,1,4,1,4,6,0,0,0,0,0,0,3,11,0,2013-07-13,68,1,0,0,0,209000,0.1,0.4,Lansia
1772,1772,8895,1985,S1,Lajang,70596000.0,0,0,2012-10-05,68,347000,44000,534000,17000,0,26000,1,3,5,12,2,0,0,0,0,0,0,3,11,0,2012-12-12,29,0,0,0,0,968000,0.047619047619047616,0.6,Muda
1773,1773,8584,1952,S3,Bertunangan,85431000.0,0,0,2013-06-08,54,376000,53000,462000,168000,53000,53000,1,2,7,7,0,0,0,0,0,0,0,3,11,0,2013-08-01,62,1,0,0,0,1165000,0.058823529411764705,1.0,Lansia
1774,1774,2694,1967,S1,Menikah,42664000.0,0,1,2014-03-18,44,21000,0,3000,0,0,0,1,1,0,3,6,0,0,0,0,0,0,3,11,0,2014-05-01,47,1,0,1,0,24000,0.2,0.14285714285714285,Tua
1775,1775,8910,1955,S1,Bertunangan,42586000.0,1,1,2012-10-29,7,194000,2000,56000,0,0,0,5,4,1,6,8,0,0,0,0,0,0,3,11,1,2012-11-05,59,1,0,2,0,252000,0.3125,0.3333333333333333,Lansia
1776,1776,7433,1985,S1,Lajang,29760000.0,1,0,2012-08-29,87,64000,4000,68000,7000,5000,17000,4,3,1,4,8,0,0,0,0,0,0,3,11,0,2012-11-24,29,0,0,1,0,165000,0.3333333333333333,0.2727272727272727,Muda
1777,1777,164,1977,S3,Menikah,28973000.0,0,0,2012-10-13,59,206000,0,46000,3000,2000,12000,2,5,1,5,8,0,0,0,0,0,0,3,11,0,2012-12-11,37,1,0,0,0,269000,0.15384615384615385,0.38461538461538464,Tua
1778,1778,10477,1973,S3,Bertunangan,39435000.0,1,0,2013-08-06,16,71000,0,18000,0,0,13000,1,3,1,2,7,0,0,0,0,0,0,3,11,0,2013-08-22,41,1,0,1,0,102000,0.14285714285714285,0.3,Tua
1779,1779,2681,1984,D3,Menikah,65370000.0,0,0,2013-08-01,1,71000,22000,112000,138000,89000,29000,1,2,3,13,1,0,0,0,0,0,0,3,11,0,2013-08-02,30,1,0,0,0,461000,0.05263157894736842,0.6666666666666666,Muda
1780,1780,5150,1979,SMA,Lajang,20194000.0,1,0,2012-12-17,64,0,4000,7000,11000,10000,15000,2,2,0,3,6,0,0,0,0,0,0,3,11,0,2013-02-19,35,0,1,1,0,47000,0.2857142857142857,0.25,Tua
1781,1781,5283,1976,S3,Lajang,42473000.0,1,1,2014-02-17,72,93000,1000,21000,0,4000,25000,3,2,1,4,5,0,0,0,0,0,0,3,11,0,2014-04-30,38,0,0,2,0,144000,0.3,0.2857142857142857,Tua
1782,1782,9645,1968,S1,Menikah,64590000.0,0,0,2012-10-14,98,920000,138000,168000,36000,46000,30000,1,9,4,10,6,0,0,0,0,0,0,3,11,0,2013-01-20,46,1,0,0,0,1338000,0.041666666666666664,0.6,Tua
1783,1783,10678,1959,S1,Bertunangan,71232000.0,0,1,2013-11-28,91,653000,17000,170000,34000,26000,17000,2,11,2,10,7,0,0,0,0,0,0,3,11,0,2014-02-27,55,1,0,1,0,917000,0.08,0.6111111111111112,Tua
1784,1784,7261,1971,S1,Bertunangan,34600000.0,1,1,2013-01-01,8,199000,33000,60000,8000,3000,15000,5,5,2,5,8,0,0,0,0,0,0,3,11,1,2013-01-09,43,1,0,2,0,318000,0.29411764705882354,0.38461538461538464,Tua
1785,1785,9648,1967,S1,Lajang,46904000.0,1,1,2012-11-03,20,153000,4000,56000,0,9000,31000,4,5,1,4,8,0,0,0,0,0,0,3,11,0,2012-11-23,47,0,0,2,0,253000,0.2857142857142857,0.38461538461538464,Tua
1786,1786,2870,1973,S1,Menikah,49094000.0,0,1,2012-09-21,6,376000,0,38000,11000,8000,69000,5,6,3,6,6,0,0,0,0,0,0,3,11,0,2012-09-27,41,1,0,1,0,502000,0.25,0.5,Tua
1787,1787,8008,1983,S1,Bertunangan,36075000.0,1,0,2013-12-09,54,46000,0,30000,12000,1000,30000,1,2,0,4,6,0,0,0,0,0,0,3,11,0,2014-02-01,31,1,0,1,0,119000,0.14285714285714285,0.25,Tua
1788,1788,1513,1979,D3,Bertunangan,60839000.0,1,1,2012-08-28,72,600000,21000,128000,223000,150000,128000,13,2,2,12,8,0,0,0,0,0,0,3,11,0,2012-11-08,35,1,0,2,0,1250000,0.4482758620689655,0.2,Tua
1789,1789,6173,1979,S1,Bertunangan,77298000.0,0,1,2013-11-02,46,425000,115000,292000,23000,35000,79000,1,6,6,11,3,0,0,0,0,0,0,3,11,0,2013-12-18,35,1,0,1,0,969000,0.041666666666666664,0.6666666666666666,Tua
1790,1790,1419,1950,S1,Bertunangan,34026000.0,1,1,2013-08-05,11,18000,6000,15000,12000,8000,17000,3,2,1,3,5,0,0,0,0,0,0,3,11,0,2013-08-16,64,1,0,2,0,76000,0.3333333333333333,0.2857142857142857,Lansia
1791,1791,9150,1963,S3,Lajang,48918000.0,1,1,2014-04-12,21,52000,0,9000,0,0,1000,2,1,0,4,4,0,0,0,0,0,0,3,11,0,2014-05-03,51,0,0,2,0,62000,0.2857142857142857,0.2,Tua
1792,1792,7960,1962,D3,Bertunangan,82122000.0,0,0,2013-08-15,89,734000,22000,350000,151000,25000,100000,1,3,9,13,1,0,0,1,0,0,0,3,11,0,2013-11-12,52,1,0,0,1,1382000,0.038461538461538464,0.75,Tua
1793,1793,1250,1976,S1,Lajang,37697000.0,1,0,2014-02-07,82,34000,6000,21000,11000,4000,8000,1,2,1,3,6,0,0,0,0,0,0,3,11,0,2014-04-30,38,0,0,1,0,84000,0.14285714285714285,0.25,Tua
1794,1794,9905,1952,S1,Bertunangan,34074000.0,1,1,2013-07-13,69,135000,1000,41000,10000,1000,67000,5,3,3,3,6,1,0,0,0,0,0,3,11,0,2013-09-20,62,1,0,2,1,255000,0.35714285714285715,0.3333333333333333,Lansia
1795,1795,10691,1960,S2,Menikah,28520000.0,1,1,2013-06-14,55,11000,0,10000,0,2000,20000,1,1,1,2,6,0,0,0,0,0,0,3,11,0,2013-08-08,54,1,0,2,0,43000,0.2,0.14285714285714285,Tua
1796,1796,7002,1955,S1,Lajang,62535000.0,0,1,2013-10-03,13,163000,48000,90000,0,45000,52000,1,3,2,8,3,0,0,0,0,0,0,3,11,0,2013-10-16,59,0,0,1,0,398000,0.07142857142857142,0.5,Lansia
1797,1797,2952,1977,S2,Lajang,36273000.0,1,0,2014-04-16,80,29000,3000,30000,3000,2000,9000,2,3,0,3,6,0,0,0,0,0,0,3,11,0,2014-07-05,37,0,0,1,0,76000,0.25,0.3333333333333333,Tua
1798,1798,8439,1964,S1,Bertunangan,63404000.0,0,2,2014-06-06,97,734000,26000,70000,11000,44000,17000,2,6,3,4,4,0,0,0,1,0,0,3,11,0,2014-09-11,50,1,0,2,1,902000,0.13333333333333333,0.6,Tua
1799,1799,762,1981,D3,Bertunangan,75774000.0,1,0,2014-05-02,27,340000,21000,134000,258000,14000,56000,1,7,5,8,4,0,0,0,0,0,0,3,11,0,2014-05-29,33,1,0,1,0,823000,0.047619047619047616,0.6363636363636364,Tua
1800,1800,2831,1976,S1,Bertunangan,78416000.0,0,1,2014-06-27,99,453000,38000,279000,188000,38000,183000,2,7,7,10,3,0,0,0,0,0,0,3,11,0,2014-10-04,38,1,0,1,0,1179000,0.07692307692307693,0.7,Tua
1801,1801,6977,1974,S1,Bertunangan,75702000.0,0,1,2012-10-14,87,1073000,0,629000,145000,37000,37000,1,10,5,13,6,0,0,1,0,0,0,3,11,0,2013-01-09,40,1,0,1,1,1921000,0.034482758620689655,0.625,Tua
1802,1802,6289,1951,S2,Bertunangan,59385000.0,1,1,2013-04-28,85,135000,0,10000,0,4000,36000,2,3,1,4,5,0,0,0,0,0,0,3,11,0,2013-07-22,63,1,0,2,0,185000,0.2,0.375,Lansia
